custid|custname|city|country|territory|type|status|parentid|pname
5892|Elcom Technologies, Inc.|NJ|US|AWR-NE|Enterprise|Ex-Customer|5892|Elcom Technologies, Inc.
5903|Aarhus University - School of Engineering|Aarhus|DK|AWR-NI|University|On Maintenance|5903|Aarhus University
5908|DRS Signal Solutions, Inc. (mar-07)|MD|US|AWR-SE|Regional Office|Off Maintenance|9081|Finmeccanica
5918|MicroOncology Ltd.|Somerset|GB|AWR-UK|Enterprise|Ex-Customer|5918|MicroOncology Ltd.
5928|Jazz Semiconductor|CA|US|AWR-SW|Enterprise|Ex-Customer|5928|Jazz Semiconductor
5943|Kathrein Sachsen GmbH|Muhlau|DE|AWR-DE|Regional Office|Off Maintenance|2398|Kathrein-Werke KG
5946|VXL Technologies Ltd. - Development and Manufacturing Center|Faridabad|IN|IDA|Enterprise|No Service/Support|5946|VXL Technologies Ltd.
5947|JDS Uniphase Corporation|CO|US|AWR-SW|Enterprise|Out of Business|5947|JDS Uniphase Corporation
5950|Trio DataCom Pty. Ltd.|Victoria|AU|AWR-AU|Enterprise|On Maintenance|5950|Trio DataCom Pty. Ltd.
596|Mix Telematics, Ltd. (jun-12)|Wiltshire|GB|AWR-UK|Enterprise|Off Maintenance|596|Mix Telematics, Ltd. (jun-12)
5976|Panasonic Healthcare Co., Ltd.|Ehime|JP|AWR-JP|Regional Office|Off Maintenance|9429|Panasonic
598|Semelab PLC (dec-06)|Leicestershire|GB|AWR-UK|Enterprise|Off Maintenance|598|Semelab PLC (dec-06)
5987|Vodacom (sep-12)|Gauteng |ZA|DSC|Enterprise|Off Maintenance|5987|Vodacom (sep-12)
6|Microwave Radio Communications|MA|US|AWR-NE|Regional Office|On Maintenance|10321|Vislink plc
60|Andrew Amplifiers - Base Station Subsystems Group (BSSG) - MA|MA|US|AWR-NE|Regional Office|Out of Business|9022|CommScope, Inc.
600|Sensys Traffic AB (feb-02)|Jonkoping|SE|AWR-SC|Enterprise|Off Maintenance|600|Sensys Traffic AB (feb-02)
6006|Intel - San Jose|CA|US|AWR-NW|Regional Office|On Maintenance|6251|Intel Corporation
6010|Gdansk University of Technology|Pomorskie|PL|AWR-NI|University|On Maintenance|6010|Gdansk University of Technology
602|Shibaura Institute of Technology - Omiya Campus|Saitama|JP|NI-JP|University|Ex-Customer|10031|Shibaura Institute Technology
6027|Provigent (apr-07)|Herzelia|IL|AWR-IL|Enterprise|Off Maintenance|6027|Provigent (apr-07)
6032|Huana College of Electronic Power|Guangzhou|CN|AWR-NI|University|Ex-Customer|6032|Huana College of Electronic Power
6036|Huana Science & Technology University|Guangzhou|CN|AWR-NI|University|Ex-Customer|6036|Huana Science & Technology University
604|Shima Communications A/S|missing|SE|AWR-SC|Enterprise|Ex-Customer|604|Shima Communications A/S
606|Shizuoka Institute of Science and Technology|Shizuoka|JP|NI-JP|University|Ex-Customer|606|Shizuoka Institute of Science and Technology
6084|MEMtronics Corporation - Richardson|TX|US|AWR-CE|Enterprise|On Maintenance|6084|MEMtronics Corporation
6090|Ching Yun University - Department of Electronic Engineering|Jung-Li|TW|AWR-NI|University|Ex-Customer|6090|Ching Yun University
6097|TOTO Ltd. - Research Laboratory|Kanagawa|JP|AWR-JP|Enterprise|Ex-Customer|6097|TOTO Ltd.
6108|Ryukoku University|Shiga|JP|NI-JP|University|Ex-Customer|6108|Ryukoku University
611|Siemens Corporate Research (feb-03)|NJ|US|AWR-NE|Regional Office|Off Maintenance|10010005|Siemens AG
6110|Hochschule Fur Technik Zurich|Zurich|CH|AWR-NI|University|Ex-Customer|6110|Hochschule Fur Technik Zurich
6117|iTerra Communications - NJ|NJ|US|AWR-NE|Regional Office|Out of Business|4315|GigOptix, Inc.
614|Albis Technologies AG|ZH |CH|WLB|Regional Office|On Maintenance|10010005|Siemens AG
6141|TPL Communications|CA|US|AWR-SW|Enterprise|On Maintenance|6141|TPL Communications
6144|iTerra Communications - Italy|Rome|IT|MED|Regional Office|Out of Business|4315|GigOptix, Inc.
616|Sierra Microwave Technology, Inc. (sep-13)|TX|US|AWR-CE|Enterprise|Off Maintenance|616|Sierra Microwave Technology, Inc. (sep-13)
6162|Pontificia Universidad Javeriana|DC|CO|NI-CO|University|Ex-Customer|6162|Pontificia Universidad Javeriana
618|Sierra Nevada Corporation - NV|NV|US|AWR-NW|Enterprise|On Maintenance|618|Sierra Nevada Corporation
6187|Jin Wen Institute of Technology - Department of Electronic Engineering (jul-04)|Taipei|TW|AWR-NI|University|Ex-Customer|6187|Jin Wen Institute of Technology
62|Gigacom Inc.|FL|US|AWR-SE|Enterprise|On Maintenance|62|Gigacom Inc.
620|SigmaOne Ltd. - Israel (aug-01)|Rehovot|IL|AWR-IL|Enterprise|No Service/Support|620|SigmaOne Ltd.
6207|Thales Suisse SA - Defence and Homeland Security (jul-14)|Zurich|CH|WLB|Regional Office|Off Maintenance|914|Thales
6209|Tokyo University of Science - Department of Applied Electronics|Chiba|JP|NI-JP|NI Academic|On Maintenance|6209|Tokyo University of Science
621|Simon Fraser University|BC|CA|AWR-NI|University|Ex-Customer|621|Simon Fraser University
6211|Technical University of Ingolstadt - Faculty of Electrical Engineering and Computer Science|Bayern|DE|AWR-NI|University|On Maintenance|6211|Technical University of Ingolstadt
6213|Helmut Schmidt Universitat|Hamburg|DE|AWR-NI|University|Ex-Customer|6213|Helmut Schmidt Universitat
6220|TriQuint Semiconductor - Santa Rosa|CA|US|AWR-NW|Regional Office|No Service/Support|665|TriQuint Semiconductor
623|Sivers Ima AB|Kista|SE|AWR-SC|Enterprise|Off Maintenance|623|Sivers Ima AB
6231|BAE Systems - Electronics & Integrated Solutions - Greenlawn|NY|US|AWR-NE|Regional Office|Ex-Customer|9201|BAE Systems plc
6239|W5 Networks|CA|US|AWR-NW|Enterprise|Ex-Customer|6239|W5 Networks
6258|MMICMAN, LLC|CA|US|AWR-SW|Enterprise|No Service/Support|6258|MMICMAN, LLC
626|Sony Mobile Communications Japan Inc. Antenna Electronics No.2 Hardware Tokyo Development|Tokyo|JP|AWR-JP|Regional Office|On Maintenance|0|Sony Corporation
6262|Conexant Systems, Inc. - San Diego (jul-08)|CA|US|AWR-SW|Regional Office|Off Maintenance|5969|Conexant Systems, Inc.
6269|Mitsubishi Heavy Industries, Ltd. - Takasago Reserch & Development Center - Electronic & Photonics Laboratory (oct-12)|Hyogo|JP|AWR-JP|Regional Office|Off Maintenance|9023|Mitsubishi Electric Corporation
6278|Knowledge-on Inc (jun-06)|Jeonbuk|KR|AWR-KR|Enterprise|Off Maintenance|6278|Knowledge-on Inc (jun-06)
628|Soongsil University|Seoul|KR|AWR-NI|University|Ex-Customer|628|Soongsil University
6282|Eudyna Devices Inc. - Yokohama (Headquarters) (sep-08)|Kanagawa|JP|AWR-JP|Enterprise|Off Maintenance|6282|Eudyna Devices Inc.
6284|Softronics Limited Inc.|IA|US|WTA|Enterprise|On Maintenance|6284|Softronics Limited Inc.
6286|Infineon Technologies Fiber Optics GmbH - Berlin|Berlin|DE|AWR-DE|Regional Office|Ex-Customer|312|Infineon Technologies AG
6291|Continental Automotive Systems, Inc. (aug-08)|MI|US|AWR-NE|Regional Office|Off Maintenance|9419|Continental AG
6296|Qualcomm Inc. - Palo Alto|CA|US|AWR-NW|Regional Office|Ex-Customer|3808|Qualcomm Technologies, Inc.
630|Cobham Sensor Systems - TX|TX|US|AWR-CE|Regional Office|On Maintenance|9286|Cobham Plc
6300|Resonance Semiconductor Corporation|PA|US|AWR-NE|Enterprise|Out of Business|6300|Resonance Semiconductor Corporation
631|Spert (aug-00)|LC|IT|MED|Enterprise|No Service/Support|631|Spert (aug-00)
6310|Ludwig-Maximilians-Universitat (LMU) Munchen - Institut Physiologische Chemie I|Munchen|DE|AWR-NI|University|Ex-Customer|6310|Ludwig-Maximilians-Universitat (LMU) Munchen
6312|Wispry, Inc. - CA|CA|US|AWR-SW|Enterprise|Off Maintenance|6312|Wispry, Inc.
6315|James Cook University Singapore Pte. Ltd|missing|SG|AWR-NI|University|Ex-Customer|6315|James Cook University Singapore Pte. Ltd
6318|Lorch Microwave|MD|US|AWR-SE|Regional Office|On Maintenance|10060048|Smiths Group Plc
6324|MEM Research|Ancona|IT|AWR-EU|Enterprise|Partner|6324|MEM Research
6330|Fachochschule furTecknik und Wirtschaft (FHTW) - Berlin - Engineering 1|Berlin|DE|AWR-NI|University|Ex-Customer|6330|Fachochschule furTecknik und Wirtschaft (FHTW)
634|Eudyna Devices Inc. - Optoelectronics R&D Lab (feb-09)|Kanagawa|JP|AWR-JP|Regional Office|Off Maintenance|6282|Eudyna Devices Inc.
6343|Fujitsu Laboratories Ltd. - Kanagawa - Hardware Technologies Laboratories, Product Engineering Lab.|Kanagawa|JP|AWR-JP|Regional Office|On Maintenance|10040049|Fujitsu
635|Surrey Satellite Technology Ltd.|Surrey|GB|AWR-UK|Enterprise|On Maintenance|635|Surrey Satellite Technology Ltd.
6354|United States Military Academy USMA|NY|US|AWR-NI|University|Ex-Customer|6354|United States Military Academy USMA
6356|ITT Corporation - (Van Nuys, CA)|CA|US|AWR-SW|Regional Office|Off Maintenance|9198|ITT Exelis
6360|Northrop Grumman - Information Systems - San Jose|CA|US|AWR-NW|Regional Office|On Maintenance|1015|Northrop Grumman Systems Corporation
6365|Beceem Communications - Irvine (oct-07)|CA|US|AWR-SW|Enterprise|Ex-Customer|6365|Beceem Communications
637|Sycamore Networks, Inc. (dec-06)|MA|US|AWR-NE|Enterprise|Off Maintenance|637|Sycamore Networks, Inc. (dec-06)
6378|RCUH HEATx - University of Hawaii (jul-06)|HI|US|AWR-NW|Enterprise|Off Maintenance|6378|RCUH HEATx
6387|University of Novi Sad|Novi Sad|RS|AWR-NI|University|Ex-Customer|6387|University of Novi Sad
6392|ADB Broadband|Milano|IT|MED|Enterprise|Off Maintenance|6392|ADB Broadband
641|Systech (aug-01)|missing|JP|AWR-JP|Enterprise|Off Maintenance|641|Systech (aug-01)
642|Taisei|Saitama|JP|AWR-JP|Enterprise|Off Maintenance|642|Taisei
6429|ITT Industries - Advanced Engineering and Sciences (AES) - MD (jul-14)|MD|US|AWR-SE|Regional Office|Off Maintenance|9198|ITT Exelis
6435|Sharp Manufacturing Systems Corp. (jun-14)|Osaka|JP|AWR-JP|Enterprise|Off Maintenance|6435|Sharp Manufacturing Systems Corp. (jun-14)
644|TDK-EPC Corporation - Systems Acoustics Waves Business Group, Module and Ceramics Group|Chiba|JP|AWR-JP|Regional Office|On Maintenance|9245|TDK Corporation
6455|Kolej Universiti Teknologi Tun Hussein - Department of Communication Engineering|Johor|MY|AWR-NI|University|Ex-Customer|6455|Kolej Universiti Teknologi Tun Hussein
6459|CACI Technologies, Inc.|NJ|US|AWR-NE|Enterprise|Off Maintenance|6459|CACI Technologies, Inc.
6464|Astra Microwave Products Ltd|Hyderabda Ranga Reddy District, Andhra Pradesh|IN|IDA|Enterprise|On Maintenance|6464|Astra Microwave Products Ltd
6466|RF Micro Devices, Inc. - Phoenix Design Center|AZ|US|AWR-SW|Site|On Maintenance|541|RF Micro Devices, Inc.
647|Telaxis (aug-02)|MA|US|AWR-NE|Enterprise|Off Maintenance|647|Telaxis (aug-02)
6481|Alpha Networks Inc. (oct-06)|Hsinchu|TW|AWR-TSMC|Enterprise|Off Maintenance|6481|Alpha Networks Inc. (oct-06)
6487|Microsense Cardiovascular Systems (sep-06)|Tel Aviv|IL|AWR-IL|Enterprise|Off Maintenance|6487|Microsense Cardiovascular Systems (sep-06)
649|Telecommunications Advancement Organization (jan-05)|Kanagawa-ken|JP|AWR-JP|Enterprise|Off Maintenance|649|Telecommunications Advancement Organization (jan-05)
6492|Rohde & Schwarz Vertriebs GmbH - Hamburg|Hamburg|DE|RSG|Rep|On Maintenance|6492|Rohde & Schwarz Vertriebs GmbH
650|Teledyne Microelectronic Technologies - Los Angeles (jan-14)|CA|US|AWR-SW|Regional Office|Off Maintenance|9047|Teledyne Technologies Incorporated
6500|Technische Universitat Chemnitz - Zentrum Fur Mikrotechnologien|Chemnitz|DE|AWR-NI|University|Ex-Customer|9357|Technische Universitat Chemnitz
6503|Polycom, Inc. (oct-06)|CA|US|AWR-NW|Enterprise|Off Maintenance|6503|Polycom, Inc. (oct-06)
6538|University College Dublin - Department of Electrical Engineering|Dublin|IE|Default Value|University|On Maintenance|6538|University College Dublin
6538|University College Dublin - Department of Electrical Engineering|Dublin|IE|AWR|University|On Maintenance|6538|University College Dublin
654|Thales UK Ltd. - Missile Electronics|Hampshire|GB|AWR-UK|Regional Office|Off Maintenance|914|Thales
6540|Tomany Consulting Corporation (feb-14)|CA|US|AWR-NW|Enterprise|Off Maintenance|6540|Tomany Consulting Corporation (feb-14)
6542|Stolar Research Corporation (jun-07)|NM|US|AWR-SW|Enterprise|Off Maintenance|6542|Stolar Research Corporation (jun-07)
6546|Posdata|CA|US|AWR-NW|Enterprise|Ex-Customer|6546|Posdata
6553|Thales Land & Joint Systems - Basingstoke|Hampshire|GB|AWR-UK|Regional Office|Off Maintenance|914|Thales
656|Tideland Signal Corp.|TX|US|AWR-CE|Enterprise|Ex-Customer|656|Tideland Signal Corp.
6564|National Instruments - TX|TX|US|AWR-CE|Enterprise|On Maintenance|6564|National Instruments
6565|National Instruments - Employee Licensing|TX|US|AWR-CE|Regional Office|On Maintenance|6564|National Instruments
6569|Eagle Test Systems - IL (aug-12)|IL|US|AWR-NE|Enterprise|Off Maintenance|6569|Eagle Test Systems
6571|Nuhertz Technologies|AZ|US|AWR-SW|Enterprise|Partner|6571|Nuhertz Technologies
6573|L-3 Communications - TRL Technology - Sigma Close|Gloucestershire|GB|AWR-UK|Regional Office|On Maintenance|9134|L-3 Communications Holdings, Inc.
6586|Research Centre Immarat (RCI)|Andhra Pradesh|IN|IDA|Regional Office|Off Maintenance|9418|Defence Research & Development Organisation (DRDO)
6591|Kyoto Institute of Technology|Kyoto|JP|AWR-JP|University|On Maintenance|6591|Kyoto Institute of Technology
660|Trackcom Systems Int (dec-00)|QC|CA|AWR-NE|Enterprise|Off Maintenance|660|Trackcom Systems Int (dec-00)
6616|University of Hyogo|Hyogo|JP|NI-JP|University|On Maintenance|6616|University of Hyogo
662|Transcom Inc|Tainan County |TW|AWR-TSMC|Enterprise|On Maintenance|662|Transcom Inc
6625|Artimi Ltd|Cambridgeshire|GB|AWR-UK|Regional Office|Ex-Customer|5071|Staccato Communications
6631|Multimedia University MMU|75450 Melaka|MY|AWR-NI|University|Ex-Customer|6631|Multimedia University MMU
6633|JE Taylor Consulting (apr-13)|AZ|US|AWR-SW|Enterprise|Off Maintenance|6633|JE Taylor Consulting (apr-13)
665|TriQuint Semiconductor - Hillsboro, OR|OR|US|AWR-NW|Enterprise|On Maintenance|665|TriQuint Semiconductor
6655|Posdata - Korea (dec-07)|Kyeonggi-Do|KR|AWR-KR|Enterprise|Off Maintenance|6655|Posdata
6657|Yonsei University|Seoul|KR|AWR-NI|University|On Maintenance|6657|Yonsei University
667|Triton Network Systems Inc.|FL|US|AWR-SE|Enterprise|Out of Business|667|Triton Network Systems Inc.
6671|L-3 Fuzing and Ordnance Systems|OH|US|AWR-NE|Regional Office|On Maintenance|9134|L-3 Communications Holdings, Inc.
6675|Thales UK Ltd. - Research and Technology Ltd.|Berkshire |GB|AWR-UK|Regional Office|On Maintenance|914|Thales
6678|Beceem Communications - Santa Clara|CA|US|AWR-NW|Site|Ex-Customer|6365|Beceem Communications
669|Richardson RFPD - an Arrow Company (jul-14)|IL|US|AWR-NE|Regional Office|Off Maintenance|4558|Richardson RFPD Japan
6699|Motia, Inc.|CA|US|AWR-SW|Site|Off Maintenance|892|Motia, Inc. (dec-07)
67|Bird Technologies|OH|US|AWR-NE|Enterprise|On Maintenance|67|Bird Technologies
6702|Denso - Kariya (aug-08)|Aichi |JP|AWR-JP|Regional Office|Off Maintenance|9197|Denso
6706|TriQuint Semiconductor - Munich|Munich|DE|AWR-DE|Regional Office|On Maintenance|665|TriQuint Semiconductor
6710|Tecom Industries, Inc.|CA|US|AWR-SW|Regional Office|Ex-Customer|10060048|Smiths Group Plc
6713|Panasonic Electronic Devices Co., Ltd. - Devices Application Center (sep-13)|Osaka|JP|AWR-JP|Regional Office|Off Maintenance|9429|Panasonic
6720|University Technology Malaysia - Faculty of Electrical Engineering|Johor|MY|AWR-NI|University|Ex-Customer|3933|University Technology Malaysia
6722|Nihon Dempa Kogyo Co., Ltd. (dec-10)|Saitama|JP|AWR-JP|Enterprise|Off Maintenance|6722|Nihon Dempa Kogyo Co., Ltd. (dec-10)
6724|RF Micro Devices, Inc. - San Jose Design Center|CA|US|AWR-NW|Regional Office|Ex-Customer|541|RF Micro Devices, Inc.
6728|Naval Surface Warfare Center (NSWC) Dahlgren (jul-14)|VA|US|AWR-SE|Enterprise|Off Maintenance|6728|Naval Surface Warfare Center (NSWC) Dahlgren (jul-14)
673|Northrop Grumman Systems Corporation - Information Systems - San Diego (TRW)|CA|US|AWR-SW|Regional Office|On Maintenance|1015|Northrop Grumman Systems Corporation
6732|ENSA|Marrakech|MA|AWR-NI|University|Ex-Customer|6732|ENSA
6739|National Institute of Information and Communications Technology (NICT) - Wireless Communications Laboratory|missing|SG|RSE|Regional Office|Ex-Customer|6922|National Institute of Information & Communications Technology (NICT)
6748|MACNICA, Inc. (feb-12)|Kanagawa|JP|AWR-JP|Enterprise|Off Maintenance|6748|MACNICA, Inc. (feb-12)
6757|Texas Instruments (TI) - Dallas|TX|US|AWR-CE|Enterprise|On Maintenance|6757|Texas Instruments (TI)
6763|AWR Corporation|CA|US|AWR-FR|Rep|On Maintenance|6763|AWR Corporation
6793|Andrew - Shanghai (ATSC)|Shanghai|CN|AWR-TSMC|Site|On Maintenance|9022|CommScope, Inc.
6796|Technology Service Corporation|AL|US|AWR-SE|Enterprise|On Maintenance|6796|Technology Service Corporation
680|Symphony Media Systems, LLC|CO|US|AWR-SW|Enterprise|No Service/Support|680|Symphony Media Systems, LLC
6802|Silicon Laboratories, Inc. - TX|TX|US|AWR-CE|Enterprise|On Maintenance|6802|Silicon Laboratories, Inc.
6819|Oto Melara|La Spezia|IT|MED|Enterprise|Off Maintenance|6819|Oto Melara
682|United Monolithic Semiconductors (UMS) S.A.S - France|Cedex|FR|AWR-FR|Enterprise|On Maintenance|682|United Monolithic Semiconductors (UMS) S.A.S
6826|Rockwell Collins - MD|MD|US|AWR-SE|Regional Office|Out of Business|4862|Rockwell Collins
6831|VTT Tech|VTT|FI|AWR-NI|University|Ex-Customer|10152|VTT
684|Universidad de Zaragoza|Zaragoza|ES|Default Value|University|On Maintenance|684|Universidad de Zaragoza
684|Universidad de Zaragoza|Zaragoza|ES|AWR|University|On Maintenance|684|Universidad de Zaragoza
6845|Universitat Bern - Physikalischee Institute (jun-11)|Bern|CH|WLB|Enterprise|Off Maintenance|6845|Universitat Bern
686|Universidad Francisco de Paula Santander|Norte de Santander|CO|AWR-NI|University|On Maintenance|686|Universidad Francisco de Paula Santander
6862|SpaceLabs Medical (feb-10)|WA|US|AWR-NW|Enterprise|Off Maintenance|6862|SpaceLabs Medical (feb-10)
6874|ST-Ericsson - CA (dec-07)|CA|US|AWR-NW|Regional Office|Out of Business|10109|ST-Ericsson SA
6875|Scintera Networks, Inc. - CA (mar-14)|CA|US|AWR-NW|Enterprise|Off Maintenance|6875|Scintera Networks, Inc.
6881|Digeo Interactive LLC (nov-06)|CO|US|AWR-SW|Enterprise|Off Maintenance|6881|Digeo Interactive LLC (nov-06)
6884|MEMSCAP|Crolles|FR|AWR-FR|Enterprise|Ex-Customer|6884|MEMSCAP
6894|Packet Digital|ND|US|WTA|Enterprise|Ex-Customer|6894|Packet Digital
6896|Mietsuda Electric Industrial Co. Ltd (oct-07)|Kumamoto|JP|AWR-JP|Enterprise|Off Maintenance|6896|Mietsuda Electric Industrial Co. Ltd (oct-07)
69|Boeing Space - Houston (feb-08)|TX|US|AWR-CE|Regional Office|Off Maintenance|954|Boeing Company
691|Pontificia Universidad Javeriana |DC|CO|AWR-NI|University|On Maintenance|691|Pontificia Universidad Javeriana 
6922|National Institute of Information & Communications Technology (NICT)|Tokyo|JP|AWR-JP|Enterprise|Ex-Customer|6922|National Institute of Information & Communications Technology (NICT)
6926|Bandspeed, Inc. (may-10)|TX|US|AWR-CE|Enterprise|Off Maintenance|6926|Bandspeed, Inc. (may-10)
6939|Yamaichi Electronics Co.ltd|Chiba|JP|AWR-JP|Enterprise|On Maintenance|6939|Yamaichi Electronics Co.ltd
695|Universidad Technologica de la Mixteca|Oaxaca, CP 69000|MX|Default Value|University|On Maintenance|695|Universidad Technologica de la Mixteca
695|Universidad Technologica de la Mixteca|Oaxaca, CP 69000|MX|AWR|University|On Maintenance|695|Universidad Technologica de la Mixteca
6950|Toshiba Corporation - Broadcast & Network System Design Department|Tokyo|JP|AWR-JP|Regional Office|On Maintenance|10040051|Toshiba
